,names,Run Time,imdb_score,val,Writer,film
12291,Last Train to Christmas,not-released,6,2.5K,Julian Kemp,Ninjababy
12292,Pardes,not-released,6.9,15K,Subhash Ghai,Hombres de Mal Tiempo
12293,Gloria,"$4,059,673",7.1,10K,John Cassavetes,Yakuza Emblem Legend: Chapter 10
12294,The Wolf Hour,1 hour 39 minutes,4.9,2.9K,Alistair Banks Griffin,Burmese Butterfly
12295,The Adventures of Huck Finn,1 hour 48 minutes,6.2,8.6K,Mark Twain,SS501 - 1st Asia Tour Persona in Japan
12296,The Adventures of Huck Finn,1 hour 39 minutes,5.8,343,Sascha Arango,The Hobbit: The Battle of the Five Armies: Extended Version
12297,Promises..... Promises!,1 hour 15 minutes,4.9,520,William Welch,The Museum Project
12298,Teacher of the Year,not-released,5.3,1.4K,Jason Strouse,The Man with an Opera House in his Living Room
12299,Another Country,not-released,7,6.2K,Julian Mitchell,Sofa So Good
12300,All Summers End,not-released,6.1,2.5K,Kyle Wilamowski,Revelation 199: Travis Pastrana
12301,Ladies in Black,1 hour 49 minutes,6.7,6.9K,Madeleine St. John,The Dazzling Light of Sunset
12302,All About Nina,1 hour 37 minutes,6.2,2.8K,Eva Vives,Tag Teaming the Teacher
12303,Junebug,1 hour 46 minutes,6.9,23K,Angus MacLachlan,Witness to Murder
12304,Flawless,1 hour 48 minutes,6.7,25K,Edward Anderson,Alley Dogs
12305,The Magdalene Sisters,1 hour 54 minutes,7.7,27K,Peter Mullan,Forest In Love
12306,Testament,"$2,044,892",7,6.3K,Carol Amen,Through the Lens: The Dream America Tour
12307,Frances,2 hours 20 minutes,7.2,7.9K,Eric Bergren,Lady Priest
12308,Observe and Report,"$18,000,000 (estimated)",5.7,63K,Jody Hill,2 Cocks To Suck & Fuck
12309,A Love Song,not-released,7.2,118,Max Walker-Silverman,The Storm
12310,Pippi Longstocking,1 hour 39 minutes,7,4.7K,Astrid Lindgren,La Mujer de Estrellas y Montañas
12311,Pippi Longstocking,1 hour 15 minutes,5.1,1.5K,Clive Smith,Torero por alegrías
12312,Die Wolke,1 hour 45 minutes,6.3,3.1K,Jane Ainscough,Joker
12313,Burning Bright,"$58,147",5.8,7.3K,Christine Coyle Johnson,The Big Dig
12314,M.F.A.,not-released,5.9,6.9K,Leah McKendrick,Dona & Vixen
12315,Tuntematon sotilas,2 hours 12 minutes,7.7,11K,Väinö Linna,Hardcore Paradise
12316,Like Father,not-released,6.1,21K,Lauren Miller Rogen,Who Are We?
12317,The Window,"$210,000 (estimated)",7.4,4.1K,Mel Dinelli,Résolution
12318,California Split,1 hour 48 minutes,7.2,7K,Joseph Walsh,Best of 2021
12319,The Rain People,1 hour 41 minutes,6.9,3.4K,Francis Ford Coppola,Visiting Hours
12320,Nights and Weekends,1 hour 20 minutes,6,1.5K,Joe Swanberg,Twilight Over Burma
12321,War Pony,not-released,8,42,Riley Keough,Sandimuni
12322,Shooting Stars,not-released,no-rating,0,Buzz Bissinger,Fábrica de Palavras
12323,You're Not You,1 hour 42 minutes,7.3,26K,Shana Feste,The Price is Damnation
12324,FairyTale: A True Story,1 hour 39 minutes,6.5,6K,Albert Ash,Samurai Justice 2: Mother & Daughter
12325,Certain Women,1 hour 47 minutes,6.4,13K,Kelly Reichardt,Ettu
12326,United,not-released,7.3,12K,Chris Chibnall,Roobha
12327,Yung,not-released,5.5,525,Henning Gronkowski,Beautiful Female Panther: Body Sniper
12328,Never Grow Old,1 hour 40 minutes,5.9,4K,Ivan Kavanagh,When Giants Fought
12329,Norman,1 hour 58 minutes,6.1,6.2K,Joseph Cedar,Smart Ass
12330,Norman,not-released,3.6,388,James Banks,No More Dirty Deals
12331,Lilies of the Field,1 hour 34 minutes,7.5,12K,James Poe,Anarchy Road
12332,The Mothership,not-released,no-rating,0,Matt Charman,Beyond Horizons
12333,Eros,1 hour 44 minutes,5.9,6.9K,Steven Soderbergh,La mort rédemptrice
12334,The Rugrats Movie,"$24,000,000 (estimated)",5.9,19K,Norton Virgien,Life
12335,Rothko,not-released,no-rating,0,Lee Seldes,Fast Fingers
12336,"The Prize Winner of Defiance, Ohio",1 hour 39 minutes,7.2,7.6K,Terry Ryan,Pasado de verde
12337,Salomé,not-released,6.3,1.9K,Oscar Wilde,Hunt for the Canal Murderer: John Sweeney
12338,New York Stories,2 hours 4 minutes,6.4,18K,Francis Ford Coppola,Curral
12339,The Big Town,1 hour 49 minutes,5.9,2.2K,Harold Becker,Tokyo Magnitude 8.0: The Movie
12340,Boy A,"$113,662",7.6,38K,Jonathan Trigell,Peripheral
12341,The Dead Girl,1 hour 25 minutes,6.6,15K,Karen Moncrieff,Cabin Tales
12342,Chi-Raq,2 hours 7 minutes,5.8,10K,Kevin Willmott,Filthy Moms 3
12343,Being Mortal,not-released,no-rating,0,Aziz Ansari,Space Mysteries - Comets: Target Earth?
12344,Bosch & Rockit,not-released,no-rating,0,Tyler Atkins,El hemisferio nocturno de la Tierra
12345,The Diary of Anne Frank,"$3,800,000 (estimated)",7.4,13K,Frances Goodrich,Shaping Bamboo
12346,The Haunting in Connecticut 2: Ghosts of Georgia,"$9,000,000 (estimated)",5.2,17K,David Coggeshall,A Study of Negro Artists
12347,Stonewall,2 hours 9 minutes,5.3,4.2K,Jon Robin Baitz,"swiping compressed filtered love (et enfin, permettre l’incontrôlable)"
12348,O Fantasma,1 hour 27 minutes,5.7,3.5K,João Pedro Rodrigues,Crowd bites Wolf
12349,The Church of Living Dangerously,not-released,no-rating,0,Charles Randolph,Play With Me
12350,Enthusiastic Sinners,not-released,5.8,115,Mark Lewis,Melzer oder die Tiefe der Jahre
12351,Viena and the Fantomes,"$2,300,000 (estimated)",4.1,718,Gerardo Naranjo,Podfather
12352,Charlatan,1 hour 58 minutes,6.8,2.5K,Marek Epstein,Shift Gear
12353,5 to 7,1 hour 35 minutes,7.1,20K,Victor Levin,Film 7
12354,Teen Spirit,1 hour 33 minutes,6,8.9K,Max Minghella,STONES & WATER WEIGHT
12355,Kiss and Kill,not-released,2.8,643,Suzanne Cabot,The Scars of Ali Boulala
12356,Why Did I Get Married Too?,2 hours 1 minute,4.6,9.8K,Tyler Perry,Tai Cheng - Press and Separate & Pull Combo
12357,Ratcatcher,"$30,000 (estimated)",7.5,11K,Lynne Ramsay,Oedipus Rex
12358,The Coca-Cola Kid,not-released,5.9,3.2K,Frank Moorhouse,Kanlı Deniz
12359,Smoke,"$7,000,000 (estimated)",7.4,36K,Paul Auster,The Ghost Girl
12360,The Adventures of Pinocchio,1 hour 36 minutes,5.2,5.8K,Sherry Mills,Joe Satriani - Hellfest 2016
12361,Sommersby,1 hour 54 minutes,6.2,22K,Daniel Vigne,Mother Tongue
12362,Please Baby Please,not-released,5.9,71,Amanda Kramer,"Hot Chicks, No Dicks"
12363,Gonzo Girl,not-released,no-rating,0,Cheryl Della Pietra,A Man Walks Into a Bar
12364,My Life,1 hour 57 minutes,6.8,12K,Bruce Joel Rubin,We Didn't Know Each Other Until this Summer
12365,The Family That Preys,"$37,105,289",5.7,7.3K,Tyler Perry,Rapid Eye Movements
12366,Camp,1 hour 54 minutes,6.2,5.9K,Todd Graff,Kombate Brutal
12367,The Champ,2 hours 1 minute,6.8,8.6K,Frances Marion,Manon
12368,Cheap Thrills,1 hour 28 minutes,6.7,19K,David Chirchirillo,Mary's Blood The Final Day ~Countdown to Evolution~ 2022 at TOYOSU PIT
12369,The Rose,2 hours 5 minutes,6.9,8.6K,Bill Kerby,Roots: The Gift
12370,Vanishing,not-released,5.5,178,Peter May,Welcome to North Korea
12371,Leap of Faith,1 hour 48 minutes,6.1,13K,Janus Cercone,Ninth of January
12372,Good Kids,1 hour 26 minutes,6,10K,Chris McCoy,Raggedy Rug
12373,The End of the Tour,1 hour 46 minutes,7.2,31K,Donald Margulies,The Flaw
12374,No Future,not-released,5.4,283,Mark Smoot,Escombro
12375,The Quiet American,1 hour 41 minutes,7,28K,Graham Greene,The End of Eden
12376,The Stylist,not-released,5.6,1.8K,Jill Gevargizian,The Legend of Bruce Lee
12377,Love's Kitchen,not-released,5.3,3.3K,James Hacking,The Suicide Club
12378,A Long Way Down,1 hour 36 minutes,6.3,33K,Nick Hornby,Queen Elizabeth II: Passing of the Crown – A Special Edition of 20/20
12379,Forbidden Cargo,not-released,6.5,244,Sydney Box,Mars-Womb-Man
12380,Wonderstruck,1 hour 56 minutes,6.2,10K,Brian Selznick,Keating! The Musical
12381,Skin Deep,1 hour 41 minutes,6.1,4.6K,Blake Edwards,1 km Zürich Hardbrücke
12382,Hawaii,not-released,7.2,5.1K,Marco Berger,2008-2009 NBA Champions - Los Angeles Lakers
12383,Good Kill,1 hour 42 minutes,6.3,24K,Andrew Niccol,Boys Briefs 2
12384,The Late Bloomer,1 hour 30 minutes,5.2,10K,Ken Baker,Ek Dulara
12385,What Maisie Knew,"$6,000,000 (estimated)",7.4,28K,David Siegel,Nirvana (The Trailer)
12386,Paulie,1 hour 31 minutes,6.5,15K,Laurie Craig,Los amorosos
12387,Lipstick,1 hour 29 minutes,5.5,2.3K,David Rayfiel,La donna che venne dal mare
12388,My Dog Skip,1 hour 35 minutes,7,21K,Willie Morris,Sentenced
12389,All My Puny Sorrows,not-released,6,245,Michael McGowan,Sextrip
12390,Heart of a Lion,not-released,no-rating,0,Frank Baldwin,The Chocolate Factory
12391,Two Girls and a Guy,1 hour 24 minutes,5.5,8.4K,James Toback,One Way Out
12392,The Shout,1 hour 26 minutes,6.6,4.4K,Robert Graves,The Dalhia Knights
12393,Out in the Dark,1 hour 36 minutes,7.5,8.5K,Yael Shafrir,Groovie Movie
12394,Ninjababy,1 hour 43 minutes,7.3,1.1K,Johan Fasting,Hanna's Bistro
12395,The Comedian,2 hours,5.8,7.4K,Art Linson,Out Beyond
12396,Lay the Favorite,"$26,350,000 (estimated)",4.8,12K,D.V. DeVincentis,2 Chicks Same Time
12397,Boo! A Madea Halloween,1 hour 43 minutes,4.5,8.5K,Tyler Perry,Endgame: Blueprint for Global Enslavement
12398,Jubilee,1 hour 46 minutes,6,3.3K,Derek Jarman,Zona Cero
12399,The Life and Times of the Stopwatch Gang,not-released,no-rating,0,See writer,Once Upon A Time In New Zealand
12400,Annapolis,1 hour 48 minutes,5.8,21K,David Collard,Audit
12401,Mahanati,2 hours 57 minutes,8.5,12K,Nag Ashwin,In-between World
12402,American Splendor,1 hour 41 minutes,7.4,50K,Robert Pulcini,Magic on a Stick
12403,The Bookshop,1 hour 53 minutes,6.5,15K,Isabel Coixet,Amorfù
12404,Broken English,1 hour 33 minutes,6.3,6.8K,Zoe R. Cassavetes,Sobre el muerto las coronas
12405,The Longest Week,1 hour 26 minutes,5.4,13K,Peter Glanz,Cum Swapping Sluts
12406,Come As You Are,1 hour 46 minutes,7,3.1K,Erik Linthorst,Begin
12407,Picnic,1 hour 55 minutes,7,8.8K,Daniel Taradash,Family Instinct
12408,For Whom the Bell Tolls,2 hours 50 minutes,6.8,9.3K,Dudley Nichols,"Edgewood, Ohio"
12409,Prison Heat,not-released,4.1,874,David Alexander,Schumann: Manfred
12410,Rampart,"$12,000,000 (estimated)",5.8,24K,James Ellroy,Facade
12411,Potter's Ground,not-released,4.2,275,Scott Crain,Stairways To Heaven: The Practical Magic of Sacred Space
12412,Against the Sun,1 hour 40 minutes,6.5,5.9K,Brian Peter Falk,Shadow Fury
12413,Wakefield,1 hour 46 minutes,6.3,17K,E.L. Doctorow,Fry and Laurie Reunited
12414,A Little Bit of Heaven,"$15,375",6.2,29K,Gren Wells,Wish Gone Amiss
12415,Corazón,not-released,7.1,337,Kelley Sane,Il diario di Milly
12416,Being Flynn,"$540,152",6.4,17K,Paul Weitz,French Postcards
12417,The God Committee,"$32,934",5.8,3.9K,Austin Stark,Close To You
12418,Mo' Better Blues,2 hours 10 minutes,6.6,13K,Spike Lee,The Last Bus
12419,A Field in England,"£316,000 (estimated)",6.2,13K,Amy Jump,Deep Sleep
12420,All Over Me,1 hour 26 minutes,6.4,3.3K,Sylvia Sichel,Lu ming cui gu
12421,Dark Blue,1 hour 58 minutes,6.6,22K,James Ellroy,Wagner - Die Walkure
12422,Lady Jane,2 hours 16 minutes,7.1,6.6K,Chris Bryant,The Great Closure
12423,The Naked City,1 hour 36 minutes,7.6,14K,Albert Maltz,Everything's OK
12424,Shaadi Mein Zaroor Aana,2 hours 17 minutes,7.5,16K,Kamal Pandey,Young Mom 2
12425,Patrick,1 hour 37 minutes,6.7,2K,Tim Mielants,Yuppies
12426,Patrick,1 hour 36 minutes,6.1,3.5K,Everett De Roche,The Fifth Missile
12427,Dancing at the Blue Iguana,2 hours 3 minutes,5.7,3.9K,Michael Radford,Kathai Thiraikathai Vasanam Iyakkam
12428,Brian Banks,1 hour 39 minutes,7.2,6.9K,Doug Atchison,Desperate Straight Guys: Vol. 1
12429,"Welcome Home, Roxy Carmichael",1 hour 35 minutes,5.8,5.5K,Karen Leigh Hopkins,Ke Medan Jaya
12430,Before and After,"$35,000,000 (estimated)",6.1,9.1K,Rosellen Brown,The Son of the Buried Alive
12431,Adam,1 hour 40 minutes,6.4,907,Michael Burke,Lone Wolf
12432,Adam,"$2,277,396",7.2,35K,Max Mayer,Horner
12433,Last Days,1 hour 37 minutes,5.7,23K,Gus Van Sant,Rebound
12434,Mi vida loca,1 hour 32 minutes,6.4,2.2K,Allison Anders,Rezgalības IV - rudens
12435,Staten Island Summer,not-released,5.6,7K,Colin Jost,Laço de Fita
12436,Rose Plays Julie,1 hour 40 minutes,6.5,1.2K,Christine Molloy,J & L - Two Pairs of Huge Tits Take Real Creampies Anri Okita Hitomi
12437,See You Soon,1 hour 47 minutes,5.4,858,Mike Cestari,Aventure Malgache
12438,Too Late for Tears,not-released,7.3,4.7K,Roy Huggins,Secrets of McDonald's: 50 Years of the Big Mac
12439,The English Teacher,1 hour 33 minutes,5.7,13K,Dan Chariton,Florence
12440,The Fall of the Roman Empire,3 hours 8 minutes,6.7,9.2K,Ben Barzman,Eddie Pepitone: For the Masses
12441,End of Sentence,not-released,6.7,4.5K,Michael Armbruster,Palisade
12442,Midsommer,1 hour 34 minutes,5.7,2.7K,Rasmus Heisterberg,Among the Papoo of Irian Jaya
12443,Lifeboat,"$1,590,000 (estimated)",7.6,29K,John Steinbeck,Storytellers
12444,As It's Remembered,not-released,3.6,29,Dustin Donovan McLean,UH Live Streaming 20 Dai wa Ike Ike!
12445,Frantz,1 hour 53 minutes,7.5,16K,François Ozon,Peck Your Own Home
12446,Jessabelle,1 hour 30 minutes,5.4,24K,Robert Ben Garant,That Feeling
12447,Catching Dust,not-released,no-rating,0,Stuart Gatt,The Man Who Surprised Everyone
12448,Rose,1 hour 26 minutes,5.5,761,Matt Stokoe,The Unfinished Symphony
12449,Pushing Tin,2 hours 4 minutes,6,29K,Darcy Frey,The Only Way is Swinging
12450,Grande école,1 hour 50 minutes,5.7,2.3K,Robert Salis,Souls in Pawn
12451,Los ritos sexuales del diablo,1 hour 24 minutes,4.7,955,José Ramón Larraz,Brother
12452,Last Days in the Desert,1 hour 38 minutes,5.6,4.1K,Rodrigo García,Macacos Me Mordam
12453,The Masque of the Red Death,1 hour 29 minutes,7,14K,Charles Beaumont,Air Head
12454,Adventures of a Mathematician,1 hour 42 minutes,5.4,382,Thor Klein,SAKURAFUMI
12455,Starbuck,1 hour 49 minutes,7.2,16K,Ken Scott,Immer am Weg dein Gesicht
12456,Schizoid,1 hour 29 minutes,5,1.5K,David Paulsen,Why
12457,Buffalo Soldiers,1 hour 38 minutes,6.7,25K,Robert O'Connor,Excessively Erotic Housemate ~Doskebe Sisters And 1K Living Together
12458,Cymbeline,1 hour 38 minutes,3.7,4K,Michael Almereyda,Grouper Boiler Room NYC Live Show
12459,C.R.A.Z.Y.,2 hours 9 minutes,7.9,33K,François Boulay,Michael in the Mountains
12460,Feast of Love,1 hour 37 minutes,6.6,17K,Allison Burnett,Strychnin-Krämpfe bei der Katze
12461,Bad Influence,"$7,000,000 (estimated)",6.2,9.8K,David Koepp,Unter Druck
12462,Willard,1 hour 40 minutes,6.1,20K,Glen Morgan,Set Me Free: Vol. II
12463,The Butterfly Effect 2,1 hour 32 minutes,4.5,36K,Michael D. Weiss,Buffo-Synchronists
12464,Love Gets a Room,1 hour 43 minutes,6.8,497,Rodrigo Cortés,The Memory Lane
12465,Out of Blue,1 hour 49 minutes,4.8,2K,Martin Amis,Five Fifty in the Dark
12466,Lonely Hearts,1 hour 48 minutes,6.4,22K,Todd Robinson,Jatkosodan Katsaukset - Hyökkäävät Kamerat
12467,Wiener-Dog,1 hour 28 minutes,5.9,10K,Todd Solondz,Badass RaviKumar
12468,Rundskop,2 hours 9 minutes,7.3,23K,Michaël R. Roskam,Kuşatma Yedi Uyuyanlar
12469,The Onania Club,not-released,7.3,49,Tom Six,Arrowhead
12470,In the Land of Women,1 hour 37 minutes,6.4,32K,Jonathan Kasdan,Wrong Turn 2: Dead End
12471,Mediterraneo,1 hour 36 minutes,7.4,15K,Enzo Monteleone,Отважный Робин Гуд
12472,The Ministry of Ungentlemanly Warfare,not-released,no-rating,0,Arash Amel,36 Hours
12473,Just Before I Go,1 hour 35 minutes,6.4,19K,David Flebotte,"He Shoots, He Scores"
12474,The Limey,1 hour 29 minutes,6.9,33K,Lem Dobbs,Big Tit Oil Orgy
12475,Don't Bother to Knock,not-released,6.8,6.9K,Daniel Taradash,Runaway Blackie
12476,Camp X-Ray,"$1,000,000 (estimated)",6.9,41K,Peter Sattler,The Substitute Fireman
12477,Anatomy of a Love Seen,not-released,4.6,2.6K,Marina Rice Bader,メビウスの悪女 赤い部屋
12478,Paddleton,1 hour 29 minutes,7.1,14K,Mark Duplass,Door to the Night
12479,Images,1 hour 44 minutes,7.1,6.8K,Robert Altman,Re-search the Route
12480,Suddenly,"$1,400,000",6.8,6.6K,Richard Sale,That New Animal
12481,Dahmer,1 hour 41 minutes,5.6,10K,David Birke,The Song of the Nations
12482,Watermelon Man,1 hour 40 minutes,6.6,2.5K,Herman Raucher,Infiniti Pooh - I grandi classici
12483,Johnny Handsome,1 hour 34 minutes,6.1,10K,John Godey,Silent Faces
12484,Kim Bok-nam salinsageonui jeonmal,1 hour 55 minutes,7.3,15K,Kwang-young Choi,Lost Minds
12485,Govinda Naam Mera,not-released,no-rating,0,Shashank Khaitan,The Weak Woman
12486,Where the Red Fern Grows,1 hour 37 minutes,6.9,3.4K,Wilson Rawls,To the Beat!
12487,Rustin,not-released,no-rating,0,Dustin Lance Black,Depth Wish
12488,Tales from the Hood,"$6,000,000 (estimated)",6.4,8.4K,Rusty Cundieff,Det danske Congo-Æventyr - Erobrerne
12489,The Paradine Case,"$4,258,000 (estimated)",6.5,11K,Robert Hichens,National Geographic Science Of Surveillance
12490,Don't Tell a Soul,not-released,5.8,4.2K,Alex McAulay,Passing Parade
12491,Castaway,1 hour 57 minutes,5.8,3.3K,Lucy Irvine,Candy
12492,The Rapture,1 hour 40 minutes,6.3,5.4K,Michael Tolkin,Black River
12493,The Lodger: A Story of the London Fog,"£12,000 (estimated)",7.3,12K,Marie Belloc Lowndes,What Have You Done?: The Remaking of 'Black Christmas'
12494,Bloodline,1 hour 56 minutes,4.6,1.7K,Laird Koenig,Tampoon
12495,Forever Strong,1 hour 52 minutes,7.1,11K,David Pliler,Falkenštejn
12496,The Silver Brumby,not-released,5.7,1.1K,John Tatoulis,The Polytechnic World
12497,"Laura, les ombres de l'été",not-released,5.6,1.1K,David Hamilton,Typhoon No. 14
12498,After the Waterfall,1 hour 34 minutes,5.6,246,Stephen Blanchard,Microphone's Test
12499,Spoiler Alert: The Hero Dies,not-released,no-rating,0,Michael Ausiello,"Krag, the Kootenay Ram"
12500,Lean on Pete,2 hours 1 minute,7.2,13K,Andrew Haigh,Floating
12501,A Man Called Horse,"$1,941,247",6.8,8.7K,Jack DeWitt,sexyshops
12502,Tallulah,1 hour 51 minutes,6.7,20K,Sian Heder,Folgorazioni
12503,Mulk,2 hours 20 minutes,7.4,21K,Anubhav Sinha,Transplantation
12504,Jisatsu sâkuru,"$250,000 (estimated)",6.5,20K,Sion Sono,Saade Aale
12505,Nightwatch,1 hour 41 minutes,6.2,20K,Ole Bornedal,Hamlet: For the Love of Ophelia 2
12506,Allure,1 hour 45 minutes,5,1.9K,Jason Sanchez,Mail Order Bride
12507,Knockaround Guys,1 hour 32 minutes,6.1,24K,David Levien,Red Right Return
12508,Pickpocket,1 hour 16 minutes,7.6,22K,Robert Bresson,The Road Home
12509,Madeleine Collins,not-released,6.3,588,Antoine Barraud,Weiße Rose
12510,Cruella 2,not-released,no-rating,0,Tony McNamara,The Yardley Boys
12511,Ondine,"$12,000,000 (estimated)",6.8,21K,Neil Jordan,Tapestry of Passion
12512,Fur: An Imaginary Portrait of Diane Arbus,"$16,800,000 (estimated)",6.3,16K,Erin Cressida Wilson,The Making of 'Cape Fear'
12513,The Angriest Man in Brooklyn,1 hour 23 minutes,5.7,22K,Daniel Taplitz,Uttarayan
12514,All We Had,not-released,5.9,2.3K,Josh Boone,El paseo de los canadienses
12515,Portraits of Andrea Palmer,not-released,4.9,248,Joe Rubin,Caitlin Little: Fifteen Forever
12516,Pretty Persuasion,1 hour 44 minutes,6.5,10K,Skander Halim,Keep Off the Flowers
12517,Barefoot,1 hour 30 minutes,6.5,24K,Stephen Zotnowski,Le pendu
12518,Bhoothakaalam,not-released,7.6,3K,Rahul Sadasivan,水戸黄門漫遊記 怪力類人猿
12519,The Winter Lake,not-released,4.6,951,David Turpin,La Boîte de Pandore - Florence Thomassin
12520,The Laureate,not-released,5.1,275,William Nunez,Sacrament
12521,Imagine That,"$55,000,000 (estimated)",5.6,15K,Ed Solomon,Dressed to Thrill
12522,Six Pack,1 hour 48 minutes,5.9,3K,Mike Marvin,Playboy: Girls of World Soccer
12523,The Good Doctor,1 hour 33 minutes,5.5,6.9K,John Enbom,The Godmachine
12524,Ode to Billy Joe,not-released,6.5,1.8K,Bobbie Gentry,In Praise of Hands
12525,Backstabbing for Beginners,"$367,000",6.2,5.3K,Per Fly,Случайный взгляд
12526,Paranoid Park,"$3,000,000 (estimated)",6.6,31K,Gus Van Sant,Vishnulokam
12527,Only,1 hour 38 minutes,5,3.5K,Takashi Doscher,The Gangbangers
12528,The Last Face,2 hours 10 minutes,4.9,5.1K,Erin Dignam,Female Wars: The Reason for Women
12529,Dr. Who and the Daleks,"£180,000 (estimated)",5.6,4.6K,Terry Nation,Close Harmony
12530,Cheaper by the Dozen,1 hour 26 minutes,7,5.3K,Lamar Trotti,Danger Diva
12531,Limelight,2 hours 17 minutes,8,20K,Charles Chaplin,Untiring Journey of the Red Suitcase
12532,Onibaba,not-released,7.9,19K,Kaneto Shindô,The Morning Spider
12533,Sebastiane,1 hour 26 minutes,6.1,2.8K,Derek Jarman,Inch’Allah Auntie Danielle
12534,Paradise Alley,"$7,185,518",5.7,5.1K,Sylvester Stallone,The Snakeville Volunteer
12535,Matinee,1 hour 39 minutes,6.9,11K,Jerico Stone,T
12536,Lore,1 hour 49 minutes,7.1,15K,Cate Shortland,My First Creampie 2
12537,Marlowe,not-released,6.4,3.4K,Raymond Chandler,You Can't Leave Me Like This
12538,Haunted,not-released,6.2,6.7K,James Herbert,Table ronde
12539,Novitiate,2 hours 3 minutes,6.7,4.4K,Maggie Betts,Gay for Pay 10: Kenny
12540,Better Luck Tomorrow,1 hour 41 minutes,7,9.8K,Ernesto Foronda,Gattu
12541,Kuch Kuch Hota Hai,2 hours 57 minutes,7.6,52K,Karan Johar,Anna Boleyn
12542,The Polka King,not-released,5.9,11K,Maya Forbes,Nothing But a Human
12543,In Which We Serve,1 hour 55 minutes,7.2,5.8K,David Lean,Cara Maestra!
12544,El cantante,1 hour 46 minutes,5.4,5K,Leon Ichaso,Speak KDSK
12545,Beach Red,not-released,6.2,1.5K,Clint Johnston,Ang Anting-Anting ni Ompong
12546,The Roman Spring of Mrs. Stone,1 hour 43 minutes,6.4,2.7K,Tennessee Williams,The Legend of Lapot
12547,I Am Michael,1 hour 38 minutes,5.6,5.6K,Justin Kelly,Cigarette
